"Timestamp","RuleTitle","Level","Computer","Channel","EventID","RecordID","Details","ExtraFieldInfo","RuleID"
"2025-07-16 17:19:56.649 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,111,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\Eula.txt:Zone.Identifier ¦ Proc: C:\Windows\Explorer.EXE ¦ PID: 4660 ¦ PGUID: 0F782B3F-B2BD-6877-6200-000000000400","CreationUtcTime: 2022-11-03 12:55:00.000 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 14:19:56.644","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 17:20:37.806 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,118,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ Proc: C:\Users\user\Downloads\Procdump\procdump.exe ¦ PID: 1020 ¦ PGUID: 0F782B3F-B530-6877-0801-000000000400","CreationUtcTime: 2022-11-03 12:55:14.000 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 14:20:37.805","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 17:20:38.065 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,121,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\lsass.dmp ¦ Proc: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ PID: 8148 ¦ PGUID: 0F782B3F-B535-6877-0901-000000000400","CreationUtcTime: 2025-07-16 14:20:38.052 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 14:20:38.052","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 17:21:25.109 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,134,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ Proc: C:\Users\user\Downloads\Procdump\procdump.exe ¦ PID: 804 ¦ PGUID: 0F782B3F-B565-6877-1901-000000000400","CreationUtcTime: 2025-07-16 14:21:25.103 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 14:21:25.103","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 17:21:25.323 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,137,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\lsass-1.dmp ¦ Proc: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ PID: 5624 ¦ PGUID: 0F782B3F-B565-6877-1A01-000000000400","CreationUtcTime: 2025-07-16 14:21:25.321 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 14:21:25.321","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 18:02:38.463 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,262,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ Proc: C:\Users\user\Downloads\Procdump\procdump.exe ¦ PID: 4420 ¦ PGUID: 0F782B3F-BF0E-6877-EE01-000000000400","CreationUtcTime: 2025-07-16 15:02:38.462 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 15:02:38.462","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 18:02:38.633 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,265,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\lsass.dmp ¦ Proc: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ PID: 6560 ¦ PGUID: 0F782B3F-BF0E-6877-EF01-000000000400","CreationUtcTime: 2025-07-16 15:02:38.626 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 15:02:38.626","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 18:09:31.465 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,293,"Rule: EXE ¦ Path: C:\Users\user\AppData\Local\Temp\Sysmon.exe ¦ Proc: C:\Users\user\Downloads\Sysmon\Sysmon.exe ¦ PID: 5004 ¦ PGUID: 0F782B3F-C0AB-6877-0D02-000000000400","CreationUtcTime: 2025-07-16 15:09:31.460 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 15:09:31.460","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 18:12:23.781 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,310,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ Proc: C:\Users\user\Downloads\Procdump\procdump.exe ¦ PID: 7988 ¦ PGUID: 0F782B3F-C157-6877-2702-000000000400","CreationUtcTime: 2025-07-16 15:12:23.779 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 15:12:23.779","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 18:12:23.993 +03:00","File Created (Sysmon Alert)","med","Windows10Lab","Sysmon",11,313,"Rule: Downloads ¦ Path: C:\Users\user\Downloads\Procdump\lsass-1.dmp ¦ Proc: C:\Users\user\Downloads\Procdump\procdump64.exe ¦ PID: 6052 ¦ PGUID: 0F782B3F-C157-6877-2802-000000000400","CreationUtcTime: 2025-07-16 15:12:23.988 ¦ User: WINDOWS10LAB\user ¦ UtcTime: 2025-07-16 15:12:23.988","c5e6b545-73a4-4650-ae97-67c239005382"
"2025-07-16 17:14:30.665 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,15,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\First Counter ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.665 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,16,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Last Counter ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.665 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,17,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\First Help ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.665 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,18,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Last Help ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.665 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,19,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Object List ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.666 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,20,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Updating ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.791 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,30,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Updating ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:34.708 +03:00","Reg Key Create/Delete (Sysmon Alert)","med","Windows10Lab","Sysmon",12,33,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: DeleteKey ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","f1529b76-82e8-4017-8348-7d1d75defb41"
"2025-07-16 17:14:30.637 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,12,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Updating ¦ WmiApRpl ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.635","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.665 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,13,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Last Counter ¦ DWORD (0x00002572) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.665 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,14,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Last Help ¦ DWORD (0x00002573) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.651","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.686 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,21,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\PerfIniFile ¦ WmiApRpl.ini ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.683","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.698 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,22,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Updating ¦ WmiApRpl ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.694","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.790 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,23,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Last Counter ¦ DWORD (0x00002626) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,24,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib\Last Help ¦ DWORD (0x00002627) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,25,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Last Counter ¦ DWORD (0x00002626) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,26,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Last Help ¦ DWORD (0x00002627) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,27,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\First Counter ¦ DWORD (0x00002574) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,28,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\First Help ¦ DWORD (0x00002575) ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:30.791 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,29,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\System\CurrentControlSet\Services\WmiApRpl\Performance\Object List ¦ 9588 9594 9606 9616 9626 9646 9690 9700 9738 9744 9760 ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:30.788","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.707 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,32,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\PROVIDERS\Performance\Performance Data ¦ Binary Data ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,34,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\system32\kernelbase.dll[MofResourceName] ¦ LowDateTime:952707178,HighDateTime:31073909***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,35,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\system32\en-US\kernelbase.dll.mui[MofResourceName] ¦ LowDateTime:1974811319,HighDateTime:31073909***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,36,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\System32\drivers\ACPI.sys[ACPIMOFResource] ¦ LowDateTime:377662542,HighDateTime:31073909***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,37,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\System32\drivers\en-US\ACPI.sys.mui[ACPIMOFResource] ¦ LowDateTime:-1239351315,HighDateTime:30780668***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,38,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\System32\drivers\mssmbios.sys[MofResource] ¦ LowDateTime:-186366208,HighDateTime:30780662***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
"2025-07-16 17:14:34.708 +03:00","Reg Key Value Set (Sysmon Alert)","med","Windows10Lab","Sysmon",13,39,"Rule: Suspicious,ImageBeginWithBackslash ¦ EventType: SetValue ¦ TgtObj: HKLM\SOFTWARE\Microsoft\Wbem\WDM\DREDGE\C:\Windows\System32\drivers\en-US\mssmbios.sys.mui[MofResource] ¦ LowDateTime:-1232942978,HighDateTime:30780668***Binary mof compiled successfully ¦ Proc: \\?\C:\Windows\system32\wbem\WMIADAP.EXE ¦ PID: 864 ¦ PGUID: 0F782B3F-B3A1-6877-D300-000000000400","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-07-16 14:14:34.705","78431930-a5c6-46ae-b02c-fcdc2a7325c2"
